ClusterID NumberOfMembers Genes Species
75160671 84 Solyc10g080010.1 Sly
75160672 84 AT2G38830 Ath
75160672 84 AT3G12400 Ath
75160672 84 AT5G13860 Ath
75160672 84 LOC_Os02g58640 Osa
75160672 84 Solyc09g065770.1 Sly
75160672 84 Solyc10g085590.1 Sly
75160673 84 AT1G80530 Ath
75160673 84 LOC_Os04g42420 Osa
75160673 84 LOC_Os06g08110 Osa
75160673 84 Solyc03g117300.2 Sly
75160673 84 Solyc07g007340.2 Sly
75160674 84 AT1G69370 Ath
75160674 84 AT3G29200 Ath
75160674 84 LOC_Os01g55870 Osa
75160674 84 Solyc02g088460.2 Sly
75160675 84 AT1G79920 Ath
75160675 84 AT1G79930 Ath
75160675 84 LOC_Os01g08560 Osa
75160675 84 Solyc12g043110.1 Sly
75160675 84 Solyc12g043120.1 Sly
75160676 84 AT2G20140 Ath
75160676 84 AT4G29040 Ath
75160676 84 LOC_Os03g18690 Osa
75160676 84 LOC_Os07g49150 Osa
75160676 84 Solyc06g083620.2 Sly
75160677 84 AT3G27280 Ath
75160677 84 AT5G14300 Ath
75160677 84 AT5G40770 Ath
75160677 84 LOC_Os02g37000 Osa
75160677 84 Solyc11g010190.1 Sly
75160678 84 AT2G30720 Ath
75160678 84 AT5G48370 Ath
75160678 84 LOC_Os09g34190 Osa
75160678 84 Solyc09g042750.2 Sly
75160678 84 Solyc12g019490.1 Sly
75160679 84 AT3G09300 Ath
75160679 84 AT5G02100 Ath
75160679 84 AT5G59420 Ath
75160679 84 LOC_Os03g16690 Osa
75160679 84 Solyc10g084800.1 Sly
75160680 84 AT3G07950 Ath
75160680 84 LOC_Os03g24390 Osa
75160680 84 LOC_Os04g01300 Osa
75160680 84 LOC_Os07g46170 Osa
75160680 84 Solyc04g049180.2 Sly
75160681 84 AT1G06680 Ath
75160681 84 LOC_Os07g04840 Osa
75160681 84 Solyc07g044860.2 Sly
75160682 84 AT1G07030 Ath
75160682 84 AT2G30160 Ath
75160682 84 LOC_Os03g18550 Osa
75160682 84 Solyc06g082290.2 Sly
75160683 84 AT3G05230 Ath
75160683 84 AT5G27430 Ath
75160683 84 LOC_Os09g38370 Osa
75160683 84 Solyc01g098780.2 Sly
75160684 84 AT4G16580 Ath
75160684 84 AT5G66720 Ath
75160684 84 LOC_Os03g59470 Osa
75160684 84 Solyc12g089090.1 Sly
75160685 84 AT3G20890 Ath
75160685 84 AT5G66010 Ath
75160685 84 LOC_Os11g03890 Osa
75160685 84 Solyc00g007070.2 Sly
75160685 84 Solyc03g032140.2 Sly
75160685 84 Solyc11g065730.1 Sly
75160686 84 AT3G16950 Ath
75160686 84 AT4G16155 Ath
75160686 84 LOC_Os01g23610 Osa
75160686 84 LOC_Os05g06460 Osa
75160686 84 Solyc01g100360.2 Sly
75160686 84 Solyc05g053100.2 Sly
75160687 84 AT1G26190 Ath
75160687 84 AT1G73980 Ath
75160687 84 LOC_Os02g47860 Osa
75160687 84 Solyc03g114580.2 Sly
75160687 84 Solyc05g010340.2 Sly
75160688 84 AT2G21790 Ath
75160688 84 LOC_Os02g56100 Osa
75160688 84 LOC_Os06g07210 Osa
75160688 84 Solyc04g012060.2 Sly
75160688 84 Solyc04g051350.2 Sly
75160689 84 AT3G09100 Ath
75160689 84 AT5G01290 Ath
75160689 84 AT5G28210 Ath
75160689 84 LOC_Os11g11070 Osa
75160689 84 LOC_Os12g09120 Osa
75160689 84 Solyc09g011930.2 Sly
75160689 84 Solyc09g065010.2 Sly
75160689 84 Solyc11g040180.1 Sly
75160690 84 AT3G55410 Ath
75160690 84 AT5G65750 Ath
75160690 84 LOC_Os04g32020 Osa
75160690 84 LOC_Os07g49520 Osa
75160690 84 Solyc04g011350.2 Sly
75160691 83 AT3G12120 Ath
75160691 83 LOC_Os02g48560 Osa
75160691 83 Solyc01g006430.2 Sly
75160691 83 Solyc03g058430.1 Sly
75160692 84 AT1G13320 Ath
75160692 84 AT3G25800 Ath
75160692 84 LOC_Os09g07510 Osa
75160692 84 Solyc04g007100.2 Sly
75160692 84 Solyc05g009600.2 Sly
75160693 84 LOC_Os04g58990 Osa
75160693 84 Solyc11g005660.1 Sly
75160697 85 LOC_Os01g56900 Osa
75160697 85 LOC_Os02g02240 Osa
75160697 85 LOC_Os02g02270 Osa
75160697 85 LOC_Os02g02275 Osa
75160697 85 LOC_Os02g29090 Osa
75160697 85 LOC_Os04g24200 Osa
75160697 85 LOC_Os06g29450 Osa
75160697 85 LOC_Os06g50430 Osa
75160697 85 LOC_Os06g50490 Osa
75160697 85 LOC_Os06g50539 Osa
75160697 85 LOC_Os06g50580 Osa
75160697 85 LOC_Os06g50670 Osa
75160697 85 LOC_Os06g50706 Osa
75160697 85 LOC_Os06g50742 Osa
75160697 85 LOC_Os06g50789 Osa
75160697 85 LOC_Os06g50818 Osa
75160697 85 LOC_Os09g38470 Osa
75160697 85 LOC_Os09g38480 Osa
75160697 85 LOC_Os09g38490 Osa
75160697 85 LOC_Os09g38600 Osa
75160697 85 LOC_Os09g39280 Osa
75160697 85 LOC_Os09g39310 Osa
75160697 85 LOC_Os09g39350 Osa
75160697 85 LOC_Os10g32020 Osa
75160698 85 AT2G37030 Ath
75160698 85 AT3G53250 Ath
75160698 85 LOC_Os04g43740 Osa
75160698 85 Solyc09g007970.1 Sly
75160698 85 Solyc10g086200.1 Sly
75160699 85 AT2G23690 Ath
75160699 85 AT3G50800 Ath
75160699 85 AT4G37240 Ath
75160699 85 AT5G66580 Ath
75160699 85 LOC_Os03g55880 Osa
75160699 85 Solyc02g089990.1 Sly
75160700 85 AT2G31290 Ath
75160700 85 AT3G63090 Ath
75160700 85 LOC_Os01g18880 Osa
75160700 85 LOC_Os06g15550 Osa
75160701 85 AT2G41900 Ath
75160701 85 AT5G12850 Ath
75160701 85 LOC_Os03g49170 Osa
75160701 85 Solyc03g063680.1 Sly
75160701 85 Solyc10g079120.1 Sly
75160702 85 AT1G80540 Ath
75160702 85 AT2G12400 Ath
75160702 85 AT2G25270 Ath
75160702 85 LOC_Os02g55590 Osa
75160702 85 Solyc08g041710.2 Sly
75160703 85 AT3G26890 Ath
75160703 85 AT5G41110 Ath
75160703 85 LOC_Os08g42420 Osa
75160703 85 LOC_Os09g33520 Osa
75160703 85 Solyc03g097710.2 Sly
75160704 85 AT1G01450 Ath
75160704 85 AT1G64300 Ath
75160704 85 AT5G41730 Ath
75160704 85 LOC_Os01g43350 Osa
75160704 85 Solyc01g095550.2 Sly
75160704 85 Solyc08g081980.2 Sly
75160705 85 AT5G04820 Ath
75160705 85 LOC_Os01g64410 Osa
75160705 85 LOC_Os04g58820 Osa
75160705 85 Solyc05g055220.1 Sly
75160705 85 Solyc11g006670.1 Sly
75160706 85 AT3G13224 Ath
75160706 85 LOC_Os08g23120 Osa
75160706 85 Solyc02g093340.2 Sly
75160706 85 Solyc07g045240.2 Sly
75160707 85 AT5G65640 Ath
75160707 85 LOC_Os03g04310 Osa
75160707 85 Solyc00g050430.2 Sly
75160707 85 Solyc02g063430.2 Sly
75160707 85 Solyc12g088130.1 Sly
75160708 85 AT2G28490 Ath
75160708 85 AT4G36700 Ath
75160708 85 LOC_Os03g10110 Osa
75160708 85 LOC_Os03g21790 Osa
75160708 85 Solyc02g085590.2 Sly
75160708 85 Solyc06g075320.2 Sly
75160708 85 Solyc11g072380.1 Sly
75160709 85 AT4G25200 Ath
75160709 85 AT5G51440 Ath
75160709 85 LOC_Os02g52150 Osa
75160709 85 LOC_Os06g11610 Osa
75160709 85 Solyc08g078700.2 Sly
75160710 85 AT1G28160 Ath
75160710 85 AT5G13910 Ath
75160710 85 LOC_Os02g32040 Osa
75160710 85 LOC_Os04g32790 Osa
75160710 85 Solyc11g045680.1 Sly
75160711 85 AT4G00752 Ath
75160711 85 AT4G11740 Ath
75160711 85 LOC_Os08g43300 Osa
75160711 85 LOC_Os09g35710 Osa
75160711 85 Solyc08g080410.2 Sly
75160712 85 AT1G74720 Ath
75160712 85 AT5G17980 Ath
75160712 85 LOC_Os01g40480 Osa
75160712 85 LOC_Os07g07070 Osa
75160712 85 Solyc01g065500.2 Sly
75160712 85 Solyc03g113190.1 Sly
75160713 85 AT2G22860 Ath
75160713 85 AT3G49780 Ath
75160713 85 LOC_Os03g12990 Osa
75160713 85 Solyc02g092110.2 Sly
75160714 85 AT2G41940 Ath
75160714 85 AT3G58070 Ath
75160714 85 LOC_Os02g53530 Osa
75160714 85 LOC_Os03g11680 Osa
75160714 85 LOC_Os06g10470 Osa
75160714 85 Solyc03g058160.2 Sly
75160714 85 Solyc10g080600.1 Sly
75160715 85 AT4G36250 Ath
75160715 85 LOC_Os02g43194 Osa
75160715 85 LOC_Os04g45720 Osa
75160715 85 Solyc01g011510.2 Sly
75160715 85 Solyc02g084640.2 Sly
75160716 85 AT4G02820 Ath
75160716 85 AT5G27460 Ath
75160716 85 LOC_Os02g55310 Osa
75160716 85 LOC_Os12g34340 Osa
75160716 85 Solyc01g081320.2 Sly
75160716 85 Solyc06g005140.2 Sly
75160717 85 AT1G53910 Ath
75160717 85 AT3G14230 Ath
75160717 85 LOC_Os02g54160 Osa
75160717 85 LOC_Os06g09390 Osa
75160717 85 LOC_Os09g26420 Osa
75160717 85 Solyc03g123500.2 Sly
75160717 85 Solyc06g063070.2 Sly
75160719 85 AT2G39360 Ath
75160719 85 AT3G46290 Ath
75160719 85 AT5G59700 Ath
75160719 85 LOC_Os06g22810 Osa
75160719 85 Solyc05g054860.1 Sly
75160719 85 Solyc11g072910.1 Sly
75160720 85 AT2G47440 Ath
75160720 85 AT3G62570 Ath
75160720 85 AT4G02100 Ath
75160720 85 LOC_Os03g19200 Osa
75160720 85 LOC_Os07g49000 Osa
75160720 85 Solyc01g079580.2 Sly
75160720 85 Solyc06g009670.2 Sly
75160721 85 AT3G09030 Ath
75160721 85 AT5G41330 Ath
75160721 85 LOC_Os03g15800 Osa
75160721 85 LOC_Os07g23720 Osa
75160721 85 Solyc08g008070.1 Sly
75160721 85 Solyc08g081230.1 Sly
75160722 85 AT2G45010 Ath
75160722 85 AT5G51400 Ath
75160722 85 LOC_Os03g01210 Osa
75160722 85 Solyc03g093200.2 Sly
75160722 85 Solyc05g051690.2 Sly
75160722 85 Solyc10g018920.1 Sly
75160723 85 AT3G12080 Ath
75160723 85 AT5G39960 Ath
75160723 85 LOC_Os01g12540 Osa
75160723 85 LOC_Os11g41910 Osa
75160723 85 Solyc10g005910.2 Sly
75160723 85 Solyc11g065870.1 Sly
75160724 85 AT4G03550 Ath
75160724 85 AT4G04970 Ath
75160724 85 LOC_Os01g55040 Osa
75160724 85 Solyc02g078230.1 Sly
75160724 85 Solyc07g053980.2 Sly
75160725 85 AT1G66340 Ath
75160725 85 AT2G40940 Ath
75160725 85 LOC_Os03g49500 Osa
75160725 85 Solyc09g075440.2 Sly
75160725 85 Solyc12g011330.2 Sly
75160726 85 AT1G48320 Ath
75160726 85 LOC_Os03g48480 Osa
75160726 85 LOC_Os05g04660 Osa
75160726 85 Solyc02g078410.1 Sly
75160727 85 AT1G15060 Ath
75160727 85 AT1G73750 Ath
75160727 85 LOC_Os01g49760 Osa
75160727 85 LOC_Os08g27050 Osa
75160727 85 Solyc03g118850.2 Sly
75160727 85 Solyc04g007450.2 Sly
75160728 85 AT5G20610 Ath
75160728 85 AT5G26160 Ath
75160728 85 LOC_Os01g51640 Osa
75160728 85 Solyc05g032750.2 Sly
75160728 85 Solyc07g041180.2 Sly
75160729 85 AT1G60500 Ath
75160729 85 LOC_Os03g15420 Osa
75160729 85 Solyc04g072030.1 Sly
75160729 85 Solyc11g069980.1 Sly
75160730 85 AT2G44150 Ath
75160730 85 AT4G30860 Ath
75160730 85 LOC_Os09g13740 Osa
75160730 85 Solyc01g006220.2 Sly
75160730 85 Solyc12g100290.1 Sly
75160731 85 AT1G44542 Ath
75160731 85 AT4G34180 Ath
75160731 85 AT4G35220 Ath
75160731 85 LOC_Os02g09420 Osa
75160731 85 LOC_Os08g23100 Osa
75160731 85 LOC_Os09g02270 Osa
75160731 85 Solyc01g107700.2 Sly
75160731 85 Solyc10g049970.1 Sly
75160732 85 AT1G13810 Ath
75160732 85 AT1G67660 Ath
75160732 85 LOC_Os04g40900 Osa
75160732 85 LOC_Os08g13890 Osa
75160732 85 Solyc10g081050.1 Sly
75160733 85 AT2G02380 Ath
75160733 85 AT2G02390 Ath
75160733 85 LOC_Os02g35590 Osa
75160733 85 LOC_Os11g14040 Osa
75160733 85 LOC_Os12g10730 Osa
75160733 85 Solyc01g091330.2 Sly
75160733 85 Solyc01g102660.2 Sly
75160734 85 AT2G18790 Ath
75160734 85 AT4G16250 Ath
75160734 85 AT4G18130 Ath
75160734 85 LOC_Os03g19590 Osa
75160734 85 Solyc01g059870.2 Sly
75160734 85 Solyc02g071260.2 Sly
75160735 85 AT3G26990 Ath
75160735 85 LOC_Os01g70060 Osa
75160735 85 LOC_Os11g03570 Osa
75160735 85 LOC_Os12g03340 Osa
75160735 85 Solyc02g094360.2 Sly
75160735 85 Solyc11g012740.1 Sly
75160736 85 AT1G15500 Ath
75160736 85 AT1G80300 Ath
75160736 85 LOC_Os01g45910 Osa
75160736 85 LOC_Os02g11740 Osa
75160736 85 Solyc03g119970.2 Sly
75160736 85 Solyc12g042950.1 Sly
75160737 85 AT4G26780 Ath
75160737 85 AT5G55200 Ath
75160737 85 LOC_Os08g25090 Osa
75160737 85 LOC_Os09g11250 Osa
75160737 85 Solyc07g064930.2 Sly
75160737 85 Solyc12g014470.1 Sly
75160738 85 AT2G45440 Ath
75160738 85 AT3G60880 Ath
75160738 85 LOC_Os04g18200 Osa
75160738 85 Solyc03g044660.2 Sly
75160738 85 Solyc10g083110.1 Sly
75160739 85 AT4G19045 Ath
75160739 85 AT5G45550 Ath
75160739 85 LOC_Os03g38020 Osa
75160739 85 LOC_Os10g25674 Osa
75160739 85 Solyc07g041730.2 Sly
75160739 85 Solyc08g075960.2 Sly
75160740 85 AT5G55950 Ath
75160740 85 AT5G57100 Ath
75160740 85 LOC_Os02g49260 Osa
75160740 85 Solyc07g006910.2 Sly
75160740 85 Solyc12g015850.1 Sly
75160741 85 AT2G30570 Ath
75160741 85 LOC_Os01g56680 Osa
75160741 85 LOC_Os05g43310 Osa
75160741 85 Solyc06g084050.2 Sly
75160742 85 AT2G46100 Ath
75160742 85 AT3G04890 Ath
75160742 85 LOC_Os07g10495 Osa
75160742 85 Solyc01g095000.2 Sly
75160742 85 Solyc01g097820.2 Sly
75160743 86 AT2G24645 Ath
75160743 86 AT2G24680 Ath
75160743 86 AT2G24700 Ath
75160743 86 AT4G00260 Ath
75160743 86 Solyc08g006190.1 Sly
75160743 86 Solyc08g006240.1 Sly
75160744 86 AT5G18310 Ath
75160744 86 AT5G48500 Ath
75160744 86 Solyc04g050790.2 Sly
75160744 86 Solyc06g083080.2 Sly
75160745 86 AT1G53035 Ath
75160745 86 AT3G15358 Ath
75160745 86 Solyc07g053940.1 Sly
75160745 86 Solyc10g007030.1 Sly
75160746 86 AT3G01570 Ath
75160746 86 AT3G27660 Ath
75160746 86 AT5G40420 Ath
75160746 86 LOC_Os03g49190 Osa
75160746 86 Solyc02g086490.2 Sly
75160746 86 Solyc03g112440.1 Sly
75160746 86 Solyc12g010920.1 Sly
75160747 86 AT5G45640 Ath
75160747 86 AT5G45650 Ath
75160747 86 LOC_Os01g52750 Osa
75160747 86 Solyc02g071580.2 Sly
75160747 86 Solyc08g007660.2 Sly
75160748 86 AT3G01860 Ath
75160748 86 AT3G27210 Ath
75160748 86 AT5G40860 Ath
75160748 86 LOC_Os01g69100 Osa
75160748 86 Solyc02g094030.2 Sly
75160748 86 Solyc03g005030.2 Sly
75160749 86 AT3G06770 Ath
75160749 86 AT3G16850 Ath
75160749 86 AT5G49215 Ath
75160749 86 LOC_Os11g43750 Osa
75160749 86 LOC_Os12g36810 Osa
75160749 86 Solyc06g009790.2 Sly
75160750 86 AT2G45260 Ath
75160750 86 AT5G58960 Ath
75160750 86 LOC_Os03g61040 Osa
75160750 86 LOC_Os10g23220 Osa
75160750 86 Solyc01g091120.2 Sly
75160750 86 Solyc02g083110.1 Sly
75160751 86 AT1G72250 Ath
75160751 86 AT2G22610 Ath
75160751 86 LOC_Os12g42160 Osa
75160751 86 Solyc11g010920.1 Sly
75160751 86 Solyc12g011290.1 Sly
75160752 86 AT5G12080 Ath
75160752 86 LOC_Os06g10410 Osa
75160753 86 AT1G08570 Ath
75160753 86 AT5G61440 Ath
75160753 86 LOC_Os03g21000 Osa
75160753 86 Solyc03g115870.2 Sly
75160753 86 Solyc12g019740.1 Sly
75160754 86 ChrSy.fgenesh.gene.17 Osa
75160754 86 ChrSy.fgenesh.gene.34 Osa
75160754 86 ChrSy.fgenesh.gene.38 Osa
75160754 86 ChrSy.fgenesh.gene.40 Osa
75160754 86 ChrSy.fgenesh.gene.48 Osa
75160754 86 ChrSy.fgenesh.gene.57 Osa
75160754 86 ChrSy.fgenesh.gene.61 Osa
75160754 86 ChrSy.fgenesh.gene.87 Osa
75160754 86 ChrUn.fgenesh.gene.12 Osa
75160754 86 ChrUn.fgenesh.gene.15 Osa
75160754 86 ChrUn.fgenesh.gene.51 Osa
75160754 86 ChrUn.fgenesh.gene.52 Osa
75160754 86 ChrUn.fgenesh.gene.82 Osa
75160754 86 Solyc00g131710.1 Sly
75160754 86 Solyc10g045000.1 Sly
75160754 86 Solyc10g052630.1 Sly
75160754 86 Solyc11g017260.1 Sly
75160754 86 Solyc11g050910.1 Sly
75160755 86 AT1G05575 Ath
75160755 86 AT2G31945 Ath
75160755 86 LOC_Os02g53410 Osa
75160755 86 LOC_Os09g27410 Osa
75160755 86 Solyc01g073720.2 Sly
75160756 86 AT1G55530 Ath
75160756 86 AT5G56340 Ath
75160756 86 LOC_Os01g16950 Osa
75160756 86 LOC_Os03g59760 Osa
75160756 86 LOC_Os05g40980 Osa
75160757 86 AT3G49290 Ath
75160757 86 AT5G24310 Ath
75160757 86 LOC_Os01g13530 Osa
75160757 86 LOC_Os01g37110 Osa
75160757 86 Solyc03g083030.2 Sly
75160758 86 AT4G08480 Ath
75160758 86 AT4G08500 Ath
75160758 86 LOC_Os03g15570 Osa
75160758 86 LOC_Os03g49640 Osa
75160758 86 Solyc01g104530.2 Sly
75160758 86 Solyc07g053170.2 Sly
75160759 86 AT1G06210 Ath
75160759 86 AT5G16880 Ath
75160759 86 LOC_Os02g46962 Osa
75160759 86 Solyc03g097070.2 Sly
75160759 86 Solyc09g025240.2 Sly
75160760 86 AT1G71170 Ath
75160760 86 AT1G71180 Ath
75160760 86 AT4G29120 Ath
75160760 86 LOC_Os01g53910 Osa
75160760 86 LOC_Os05g49070 Osa
75160760 86 Solyc01g081510.2 Sly
75160760 86 Solyc01g099240.2 Sly
75160761 86 AT1G20080 Ath
75160761 86 AT2G20990 Ath
75160761 86 LOC_Os02g25060 Osa
75160761 86 LOC_Os09g36770 Osa
75160761 86 Solyc01g111520.2 Sly
75160762 86 AT1G08700 Ath
75160762 86 AT2G29900 Ath
75160762 86 LOC_Os01g16930 Osa
75160762 86 LOC_Os03g40700 Osa
75160763 86 AT3G01810 Ath
75160763 86 AT5G43230 Ath
75160763 86 LOC_Os12g13340 Osa
75160763 86 Solyc02g092870.1 Sly
75160763 86 Solyc02g093980.2 Sly
75160763 86 Solyc03g005060.2 Sly
75160763 86 Solyc05g015050.2 Sly
75160764 86 AT1G01170 Ath
75160764 86 AT4G00860 Ath
75160764 86 LOC_Os02g39620 Osa
75160764 86 LOC_Os06g02420 Osa
75160764 86 LOC_Os06g02470 Osa
75160764 86 LOC_Os11g06240 Osa
75160764 86 Solyc10g080190.1 Sly
75160765 86 AT4G12240 Ath
75160765 86 AT5G52010 Ath
75160765 86 LOC_Os04g39050 Osa
75160765 86 LOC_Os06g07020 Osa
75160766 86 AT5G48720 Ath
75160766 86 LOC_Os01g68930 Osa
75160766 86 LOC_Os04g30790 Osa
75160766 86 LOC_Os09g23720 Osa
75160766 86 Solyc06g083410.2 Sly
75160766 86 Solyc09g082490.2 Sly
75160767 86 AT1G34210 Ath
75160767 86 AT1G71830 Ath
75160767 86 LOC_Os04g38480 Osa
75160767 86 LOC_Os08g07760 Osa
75160767 86 Solyc04g072570.2 Sly
75160768 86 AT5G15630 Ath
75160768 86 LOC_Os03g30250 Osa
75160768 86 LOC_Os07g41320 Osa
75160768 86 Solyc02g089130.2 Sly
75160768 86 Solyc03g070440.2 Sly
75160768 86 Solyc03g114900.2 Sly
75160769 86 AT5G17230 Ath
75160769 86 LOC_Os06g51290 Osa
75160769 86 LOC_Os12g43130 Osa
75160769 86 Solyc02g081330.2 Sly
75160769 86 Solyc03g031860.2 Sly
75160770 86 AT2G23090 Ath
75160770 86 LOC_Os07g02340 Osa
75160770 86 Solyc02g064730.2 Sly
75160770 86 Solyc03g045000.1 Sly
75160770 86 Solyc04g078070.2 Sly
75160771 86 AT3G01020 Ath
75160771 86 AT4G04080 Ath
75160771 86 AT4G22220 Ath
75160771 86 LOC_Os01g47340 Osa
75160771 86 Solyc03g112900.2 Sly
75160772 86 AT1G54250 Ath
75160772 86 AT3G59600 Ath
75160772 86 LOC_Os03g62870 Osa
75160772 86 LOC_Os06g48230 Osa
75160772 86 Solyc01g081150.2 Sly
75160772 86 Solyc03g031690.2 Sly
75160773 86 AT3G43980 Ath
75160773 86 AT3G44010 Ath
75160773 86 AT4G33865 Ath
75160773 86 LOC_Os03g56241 Osa
75160773 86 LOC_Os11g41610 Osa
75160773 86 LOC_Os12g32380 Osa
75160773 86 Solyc06g073430.2 Sly
75160773 86 Solyc11g020890.1 Sly
75160774 86 AT5G19820 Ath
75160774 86 LOC_Os03g49420 Osa
75160774 86 LOC_Os07g38760 Osa
75160774 86 Solyc01g044360.2 Sly
75160775 86 AT3G05710 Ath
75160775 86 AT4G02195 Ath
75160775 86 AT5G26980 Ath
75160775 86 LOC_Os06g02570 Osa
75160775 86 Solyc01g100170.2 Sly
75160776 86 AT3G08530 Ath
75160776 86 AT3G11130 Ath
75160776 86 LOC_Os11g01380 Osa
75160776 86 LOC_Os12g01390 Osa
75160776 86 Solyc03g096000.2 Sly
75160776 86 Solyc05g052510.2 Sly
75160776 86 Solyc06g051310.2 Sly
75160777 87 LOC_Os01g71250 Osa
75160777 87 LOC_Os03g02210 Osa
75160777 87 LOC_Os03g57830 Osa
75160777 87 LOC_Os04g40920 Osa
75160777 87 LOC_Os07g38480 Osa
75160777 87 LOC_Os07g39000 Osa
75160777 87 LOC_Os08g25670 Osa
75160777 87 LOC_Os08g27540 Osa
75160777 87 LOC_Os11g34790 Osa
75160778 87 AT2G18245 Ath
75160778 87 AT3G19970 Ath
75160778 87 LOC_Os02g04110 Osa
75160778 87 LOC_Os06g51390 Osa
75160778 87 Solyc02g020890.2 Sly
75160778 87 Solyc02g085080.2 Sly
75160779 87 AT1G19290 Ath
75160779 87 AT5G14770 Ath
75160779 87 LOC_Os02g57800 Osa
75160779 87 LOC_Os05g19390 Osa
75160779 87 Solyc01g099530.2 Sly
75160779 87 Solyc04g079850.1 Sly
75160780 87 AT1G73710 Ath
75160780 87 AT3G23020 Ath
75160780 87 LOC_Os03g06710 Osa
75160780 87 LOC_Os07g28900 Osa
75160780 87 Solyc07g054480.1 Sly
75160780 87 Solyc09g083110.1 Sly
75160781 87 AT2G40140 Ath
75160781 87 AT3G55980 Ath
75160781 87 AT5G58620 Ath
75160781 87 LOC_Os05g03760 Osa
75160781 87 Solyc06g082010.2 Sly
75160782 87 AT2G23450 Ath
75160782 87 LOC_Os03g12470 Osa
75160782 87 LOC_Os12g40419 Osa
75160782 87 Solyc02g090110.2 Sly
75160782 87 Solyc04g079710.2 Sly
75160783 87 AT4G25180 Ath
75160783 87 AT5G09380 Ath
75160783 87 LOC_Os04g32350 Osa
75160783 87 Solyc05g025650.2 Sly
75160783 87 Solyc05g051620.2 Sly
75160784 87 AT1G06440 Ath
75160784 87 AT4G33495 Ath
75160784 87 LOC_Os10g36680 Osa
75160784 87 Solyc02g081530.1 Sly
75160784 87 Solyc06g063270.2 Sly
75160785 87 AT1G23880 Ath
75160785 87 AT1G70280 Ath
75160785 87 LOC_Os02g49770 Osa
75160785 87 LOC_Os06g15820 Osa
75160785 87 Solyc02g087010.2 Sly
75160785 87 Solyc05g005760.2 Sly
75160786 87 AT2G27500 Ath
75160786 87 LOC_Os01g64170 Osa
75160786 87 LOC_Os02g33000 Osa
75160786 87 LOC_Os04g33640 Osa
75160786 87 Solyc11g068440.1 Sly
75160787 87 AT2G30420 Ath
75160787 87 AT2G30424 Ath
75160787 87 AT2G30432 Ath
75160787 87 AT2G46410 Ath
75160787 87 AT5G53200 Ath
75160787 87 LOC_Os01g43180 Osa
75160787 87 Solyc01g095640.1 Sly
75160788 87 AT5G43150 Ath
75160788 87 LOC_Os04g51410 Osa
75160788 87 LOC_Os04g56309 Osa
75160788 87 LOC_Os06g44870 Osa
75160788 87 Solyc03g117840.2 Sly
75160788 87 Solyc04g078030.2 Sly
75160789 87 AT1G13260 Ath
75160789 87 AT1G25560 Ath
75160789 87 AT1G68840 Ath
75160789 87 LOC_Os01g49830 Osa
75160789 87 LOC_Os05g47650 Osa
75160789 87 Solyc05g009790.1 Sly
75160790 87 AT5G16490 Ath
75160790 87 LOC_Os01g68890 Osa
75160790 87 LOC_Os03g63060 Osa
75160790 87 LOC_Os11g28310 Osa
75160790 87 Solyc11g008880.1 Sly
75160791 87 AT1G15760 Ath
75160791 87 AT1G80520 Ath
75160791 87 LOC_Os04g55120 Osa
75160791 87 LOC_Os06g43770 Osa
75160791 87 Solyc03g117310.1 Sly
75160791 87 Solyc03g117340.1 Sly
75160791 87 Solyc06g068310.1 Sly
75160792 87 AT3G27890 Ath
75160792 87 LOC_Os01g72430 Osa
75160792 87 LOC_Os01g72460 Osa
75160792 87 Solyc01g096420.2 Sly
75160792 87 Solyc01g096430.2 Sly
75160793 87 AT1G27595 Ath
75160793 87 AT5G01400 Ath
75160793 87 LOC_Os01g49940 Osa
75160793 87 LOC_Os07g49320 Osa
75160793 87 Solyc04g076910.2 Sly
75160793 87 Solyc09g005330.2 Sly
75160794 87 AT1G04940 Ath
75160794 87 AT4G03320 Ath
75160794 87 LOC_Os02g40080 Osa
75160794 87 LOC_Os07g38110 Osa
75160794 87 Solyc04g076740.2 Sly
75160794 87 Solyc05g054720.2 Sly
75160795 87 AT1G19940 Ath
75160795 87 AT1G75680 Ath
75160795 87 LOC_Os06g50140 Osa
75160795 87 LOC_Os09g36350 Osa
75160795 87 Solyc02g083980.2 Sly
75160795 87 Solyc04g081300.2 Sly
75160796 87 AT2G25600 Ath
75160796 87 AT2G26650 Ath
75160796 87 AT4G32500 Ath
75160796 87 LOC_Os01g45990 Osa
75160796 87 Solyc12g006850.1 Sly
75160797 87 AT1G15280 Ath
75160797 87 AT1G80000 Ath
75160797 87 LOC_Os01g41190 Osa
75160797 87 LOC_Os05g45830 Osa
75160797 87 Solyc03g120300.2 Sly
75160797 87 Solyc12g042990.1 Sly
75160798 87 AT1G55370 Ath
75160798 87 AT1G64770 Ath
75160798 87 LOC_Os03g06230 Osa
75160798 87 LOC_Os03g53710 Osa
75160798 87 Solyc03g062710.2 Sly
75160798 87 Solyc03g062720.2 Sly
75160799 87 AT3G14075 Ath
75160799 87 AT4G16070 Ath
75160799 87 LOC_Os01g20840 Osa
75160799 87 LOC_Os02g54010 Osa
75160799 87 Solyc03g122290.2 Sly
75160800 87 AT5G08200 Ath
75160800 87 AT5G23130 Ath
75160800 87 LOC_Os03g01990 Osa
75160800 87 LOC_Os10g34420 Osa
75160800 87 Solyc02g014090.2 Sly
75160800 87 Solyc11g039960.1 Sly
