,MCO,EN,V,MZ,QC,X35S
Os10g0380800,0,0.623737261,0.255006698,0.649011067,0.152020764,5.350492711
Os10g0381200,0,0,0,0.291877055,0.417904703,0
Os10g0381601,4.733892333,2.915696156,1.782910783,2.054325278,3.19692975,4.457211882
Os10g0381700,0.547297626,0.479527301,0,0,0.0571268,0.037300543
Os10g0381800,6.019020165,6.679605847,5.168046411,1.677012175,2.275418562,1.101683202
Os10g0382100,0,0,0,0,0,0
Os10g0382300,9.610874255,8.896115791,11.02987899,4.471811043,7.088401064,4.233614355
Os10g0382400,10.23380061,13.33326881,12.92043768,1.04889917,4.180622572,0.343316349
Os10g0382600,8.899520277,13.70170802,10.45861797,1.486155319,2.224525541,0.847921924
Os10g0384600,0,0,0,0,0,0
Os10g0386300,0,0,0.606641068,0.802063582,1.003770521,0.042015779
Os10g0386601,0,0,0,0,0,0
Os10g0387000,25.83406954,19.12211813,26.28835999,17.79462819,29.08365529,10.23364277
Os10g0387050,0.669713903,0.855649345,0,0,0,0.081990687
Os10g0387201,0,0,0,0,0,0
Os10g0388100,0.079609861,0.266266314,0.260750443,0.102563675,0.014705786,0.022782613
Os10g0388200,7.229468746,7.302236462,6.173228427,5.964656596,7.490140438,7.753361063
Os10g0388500,6.64104459,7.491168625,8.092367896,1.745572345,2.399154449,1.249399105
Os10g0388600,0.126441111,0.488659446,0,0.057570926,0,0
Os10g0388701,6.493959651,1.427327985,4.542493466,0.311284882,0,0.331527872
Os10g0388900,0.950664278,1.347972302,1.380101621,0.645389221,0.66510186,1.077219154
Os10g0389000,20.15961032,23.00480238,25.26964793,25.7372295,10.05812901,51.91876562
Os10g0389100,0,1.04854674,4.21694199,0,0.128625999,0.164321226
Os10g0389150,4.870718715,0.501594501,3.807176288,0.496181808,0,0.109962132
Os10g0389200,1.097518599,1.418902731,0.891973846,2.658503009,2.709200236,5.884650233
Os10g0389300,0.331426299,0.207778345,1.593836553,0.910031878,0.061262123,4.388405399
Os10g0389402,0,0,1.084495978,0.022564513,0.190412829,0
Os10g0389500,0,0.614931386,0.299694264,0.06006714,0.61298179,0.038035453
Os10g0389800,16.3667301,15.14995743,12.8979235,20.85351475,107.2534318,9.569978407
Os10g0389900,0,0,0,0,0.310093188,0.043444406
Os10g0390000,0,1.852778621,0.729044059,1.163276279,4.26910327,0
Os10g0390100,3.624157141,3.497687078,4.203261269,3.676172347,4.366244863,2.84573308
Os10g0390500,32.55896712,29.63943454,32.41318306,153.6174903,66.37392049,150.1298426
Os10g0390550,0,0,0,0,0,0
Os10g0390600,0.466966355,1.551412314,2.59860224,1.890940409,1.72900889,1.259743393
Os10g0390701,88.7186861,89.87343755,89.76912516,71.3501801,33.95522483,75.45305826
Os10g0390800,24.02673983,29.85220451,23.25359884,32.59217757,7.121360092,31.29331771
Os10g0390900,0,0,0,0,0,0.102328035
Os10g0391100,9.79401376,11.80103711,9.216058867,8.503141658,8.9978322,9.574939725
Os10g0391200,9.596746985,5.593344382,4.399779903,7.806800981,5.675637163,7.513226299
Os10g0391300,5.412382241,3.567902814,5.574524928,1.331681951,2.429128714,0.449756014
Os10g0391400,0.544228822,0.456835345,1.742712625,1.09160868,1.268148514,0.995252412
Os10g0391500,17.21854981,22.58025497,20.69432668,1.890648233,6.954254148,1.487878047
Os10g0391801,0,0,0,0,0.214844544,0
Os10g0392400,5.442413595,5.563244202,8.095129838,11.40019752,7.445002939,25.45248135
Os10g0392500,20.037459,19.46221349,15.16161008,1.890036069,5.306152648,1.213948143
Os10g0392600,0,0,0,0.100543833,0.339190961,0.381133337
Os10g0392650,0,0,0,0.066480166,0.473229711,0.011437743
Os10g0392700,8.049662717,7.328737839,7.379935461,7.297964219,9.113226165,7.809543712
Os10g0392800,0,2.569186283,0,1.934866689,0,0
Os10g0392900,0.743222836,2.226598955,0.902565967,3.646582885,0.988810907,0.35877993
Os10g0393100,18.67604171,18.34554903,29.47773652,18.27078521,19.25192527,21.13653003
Os10g0393600,0,2.154625091,1.310439917,0.40544256,0.102606048,0.142864545
Os10g0393700,0,0.51353954,0.587116303,0.264760013,0.091941372,0
Os10g0393800,0.268480358,1.334650011,1.103012486,0.680126925,1.737888258,2.004318211
Os10g0393900,0,0,0.746695213,0,0.113769711,0
Os10g0394000,17.30007341,20.50949956,14.99551265,27.46352431,4.958404527,37.19789175
Os10g0394100,0,0.182687843,0.30264576,0.031393396,0.032707405,1.340932277
Os10g0394200,1.765659189,1.400056351,3.432631359,3.953513315,7.847833358,1.238874836
Os10g0394400,7.195030742,8.432747323,9.844436414,0.661853026,2.178325821,0.52950044
Os10g0394700,0.706598514,0,0,0.307128256,0,0.891509499
Os10g0395000,11.57889932,13.64780504,12.0176807,27.30944324,6.72271364,31.71034791
Os10g0395100,0,0,0,0,0,0
Os10g0395150,0,0,0,0,0,0
Os10g0395200,20.05930834,16.98288669,24.672298,7.163371863,6.391717848,25.47841786
Os10g0395400,0,0,0.444609372,0.944310217,0.302904646,0.061586855
Os10g0395500,5.70245894,4.607137284,3.940221749,3.788048334,3.660531524,3.548784543
Os10g0396100,1.117831434,0.749761331,1.031746707,0.570467659,1.330996333,0.505634423
Os10g0396300,12.73267052,16.40800193,13.92466711,26.91308306,32.48441093,24.69205996
Os10g0396350,0,0,0,0,0,0
Os10g0396400,11.68754253,11.72136198,14.74345334,7.752417906,11.717377,8.352677045
Os10g0396666,13.46281524,10.59872662,9.266804109,7.243051786,10.25033024,7.783955944
Os10g0396932,0,0,0,0,0,0
Os10g0397066,0,0,0,0,0,0
Os10g0397200,52.85982892,48.4708286,44.05622608,76.46572299,90.05589432,75.66068709
Os10g0397400,38.67452167,28.52682742,32.8041047,118.9095622,163.1002441,21.63649919
Os10g0397433,25.54262951,43.53613627,22.62916625,92.70264284,164.9553393,15.60021183
Os10g0397500,2.5891831,0.36446894,0.894051886,0.395409939,1.317963064,0.194939741
Os10g0397800,5.646151569,2.139808048,3.695820791,3.009978126,2.37617901,5.346831466
Os10g0397900,0,0,0,0.02490786,0.140651529,1.239395356
Os10g0398100,12.68894393,6.36376622,13.35227793,30.85339683,5.677909603,17.77634516
Os10g0398350,0,0,0,0,0,0
Os10g0398600,2.263159652,4.251553962,1.600022196,4.594065075,6.586646193,2.673053463
Os10g0399100,0,0,0,0,0,0
Os10g0399200,0,0,0.305589919,0,0,0
Os10g0399700,0,0.120430832,0,0,0,0
Os10g0399901,0,0.454230517,0.349686384,0.01865958,0.083273694,0.012022894
Os10g0400100,12.23423714,8.327277177,9.106455452,21.91717071,10.28785777,34.74074979
Os10g0400200,2.179966084,0.488801438,0.307391406,3.553892429,0.709593807,0.350498651
Os10g0400250,0.839970145,0.905681627,0.718169451,0.561823562,0.553178134,0.540842617
Os10g0400500,0.27308336,0,0,0.128342173,0.366359312,0.127169929
Os10g0400700,0,0,0,0,0,0
Os10g0400800,14.65937555,20.43513732,22.18757078,38.59333051,37.65885099,27.91577085
Os10g0400900,14.13079109,17.07929171,16.31198073,15.86683984,15.76184952,17.85943138
Os10g0401000,32.76253671,23.88014144,25.24932523,25.71900966,11.70907458,47.79894529
Os10g0401100,0.960267408,0.74876894,1.019011788,0.400031531,0.163080562,0.106101429
Os10g0402200,0.714519377,1.267141328,0.749356525,1.578763861,1.448047107,0.240612926
Os10g0402300,0,0,0,0,0,0
Os10g0402400,0,0.129678653,0,0.250211836,0.219860307,0.056857511
Os10g0403000,0,2.904413903,1.838740787,2.329378702,0.397432925,1.48129345
Os10g0403200,2.597337695,0.974276044,1.346821493,0.428851806,0.804913492,1.099054089
Os10g0403400,0,0,0,0.014549004,0,0
Os10g0403700,0.620529073,1.216110776,1.6638512,7.354070085,5.877221624,3.469910171
Os10g0403800,0,0,0,0.321283016,0,0.216584053
Os10g0404300,0,0.43925903,0,0.1619732,0,0
Os10g0404500,0,0.086403507,0,0,0,0
Os10g0404533,0,0,0,0,0,0
Os10g0404566,0,0,0,0,0,0
Os10g0404900,16.89037179,13.57735688,13.51486444,11.03029042,3.087559172,1.225474421
Os10g0405100,4.703274496,4.556893127,6.047263888,5.817928014,8.557391978,3.681335779
Os10g0405300,32.78339752,32.22672157,33.99992939,27.67430339,23.35828146,37.0583092
Os10g0405500,1.765788144,0.702475496,2.090797517,1.132956704,1.170132199,0.29339117
Os10g0405600,16.08711304,14.80245183,14.65166121,15.67536233,7.737623981,21.25591504
Os10g0406100,0,0,0,0,0.182256446,0
Os10g0406150,0,0,0,0,0,0
Os10g0406200,12.18319771,11.36397614,11.56126678,4.978042482,10.8567128,3.806944643
Os10g0406300,2.249457232,2.472763582,2.942708009,2.291170405,2.107233999,6.828634297
Os10g0406350,4.300988162,2.473587155,4.27159543,3.021646343,3.276823469,5.269863167
Os10g0406400,6.518429595,8.287405245,6.603841748,2.324601391,6.945586187,3.02788302
Os10g0406501,0,0,0.67006978,0,0.170091377,0
Os10g0406600,17.54667594,15.67757932,14.85677496,24.75807313,16.14863763,30.30794843
Os10g0406701,0,0,0.226741597,0.009741924,0.012959561,0
Os10g0406800,14.25586855,19.80511018,20.02619934,20.4259191,18.46674045,18.63009942
Os10g0406900,1.298062489,0,0,1.705291989,0.255822248,0.813927524
Os10g0407000,15.37453542,15.28308135,14.23346538,24.68376036,6.815653225,31.70634257
Os10g0407100,3.514866879,6.225798993,1.339200563,3.254604485,3.332979363,0.843826203
Os10g0407200,0,1.363886888,1.209327512,0.496038263,0.077328336,1.584337869
Os10g0407400,2.015716225,2.787545821,2.4486972,3.221866526,1.543718175,3.076908028
Os10g0407450,0,0,0,0,0,0
Os10g0407500,2.049716814,3.587515777,5.109972085,3.498878275,2.120698611,2.529286254
Os10g0407600,0,0,0,0,0.831711685,0
Os10g0408700,113.1186803,128.9968526,100.183986,16.08509803,32.00124316,9.840271418
Os10g0409400,0,0,0,0.079578063,0,0.186655096
Os10g0409566,1.018668223,1.082230001,1.038694579,0.369259403,0.369771452,0.215869478
Os10g0409900,7.85972116,4.424783684,3.715519334,9.586314769,10.45435654,15.12208222
Os10g0410100,2.902268518,2.75602792,1.696773253,0.677630139,0.363297538,0.177687315
Os10g0410350,0,2.190000629,0,3.475243111,4.50718095,7.025347973
Os10g0410600,18.84520498,19.49874456,26.55061895,36.33139221,55.30502809,24.26795091
Os10g0410650,0,0,0,0,0,0
Os10g0410700,3.50695715,6.47190316,2.850212095,5.477572295,6.498217293,3.843994621
Os10g0410750,0,0,0,0,0,0
Os10g0410900,1.092564121,1.085992296,1.586785125,0.293845968,0.578107348,0.176741999
Os10g0411100,2.91320271,1.917989951,1.463166814,0.214107943,14.7794511,0.157309213
Os10g0411200,0.811896202,0.757230856,6.761856038,0.962712968,23.54308734,0.359830851
Os10g0411500,3.335206281,2.337490829,4.895932696,1.169883518,1.92733285,0.654924681
Os10g0411600,0,0.22551753,0.55357616,0,0,0
Os10g0411650,0.594002632,1.087602564,0,0,0,0.174190407
Os10g0411700,135.4765255,152.1427205,167.1019003,187.9675851,220.8775409,124.8611995
Os10g0411750,4.878060215,5.23716367,5.553696558,0.723223436,1.682508609,0.434324674
Os10g0411800,83.83566092,127.383526,122.8003195,317.3476142,329.2402829,152.968054
Os10g0412000,29.65399855,27.75050134,32.95564057,44.32208668,44.1165574,37.54638972
Os10g0412050,20.25751667,15.43456238,21.9124112,17.64733001,20.44156402,23.84817803
Os10g0412100,24.37346577,21.45696984,16.88939043,24.34047904,27.50095023,18.75063435
Os10g0412350,0,0,0,0,0,0
Os10g0412600,2.817304259,5.373224923,3.296506337,0.955480859,0.713242813,0.546407794
Os10g0412700,8.074747011,6.66353133,7.871413809,5.227946351,327.3813703,1.565213161
Os10g0412800,2.784229925,2.960912303,2.667211874,0.234371204,0.325715441,0.143275226
Os10g0413101,91.13576886,88.88015224,72.70537431,22.05587943,40.83486603,9.752410158
Os10g0413400,2.340709985,3.668021803,3.178575673,2.968799577,3.170320452,2.046156337
Os10g0413500,14.81844152,19.8585042,18.78114368,47.78343043,65.1122657,40.20912391
Os10g0413700,0.225148835,0.10012097,1.947047246,0.308236054,0,0.128186775
Os10g0413900,0,0.243175532,0.358737798,0,0.087073547,0.024845953
Os10g0414000,0,0,0,0,0,0
Os10g0414500,2.559573464,5.183845195,2.234397689,1.17887858,0.737035148,0.613004873
Os10g0414700,0.745674216,0.765095183,0.80842842,0.419846924,0.630828011,0.200041205
Os10g0414800,0,0,0.220769019,0,0,0
Os10g0415100,0.636365971,0.844873299,0,0.571607221,0.423961742,0.725974992
Os10g0415200,1.689674025,1.883062612,0.817649634,2.213216522,4.157909615,1.270741142
Os10g0415300,6.896732046,5.236119633,2.357371521,11.98702235,9.375429607,10.97783579
Os10g0415400,5.540412585,7.502409486,3.911213791,2.67004567,3.688908465,1.458037966
Os10g0415600,10.63316381,7.496115319,9.084337036,29.89172939,19.80796614,56.87762423
Os10g0415800,1.978550823,3.290564389,2.691262023,4.498430178,1.74377026,2.307307129
Os10g0415900,3.297065364,3.812252236,2.359167139,5.105822159,7.089097804,3.934727669
Os10g0416000,0,0.102070747,0.250382782,0.050183691,0.07841891,0.086810867
Os10g0416100,20.17577617,14.39090514,13.00785037,92.066122,5.53792808,79.27171153
Os10g0416200,0,0,0,0,0,0
Os10g0416350,0.231391658,0.445371574,0.273127867,0.100580163,0.042771183,0
Os10g0416500,6.091683476,7.208939278,5.915376483,23.86964628,4.24245663,300.508495
Os10g0416800,17.85194501,12.72525342,21.55255859,53.51457368,31.84647597,94.15315161
Os10g0417300,0,0,0,0,0,0
Os10g0417600,59.3481531,39.30333382,48.78745866,119.4054895,23.89052768,110.1440444
Os10g0417800,67.51801313,75.79016438,76.85724472,10.8107301,17.25422106,13.15190583
Os10g0418000,24.11809191,21.33524041,23.58234345,37.54570899,34.47973817,3.577132647
Os10g0418100,0.700464187,0.538378706,0.512254966,0.807035753,0.45633181,0.528668705
Os10g0418300,8.137744674,11.52120802,7.786201815,6.103291532,8.778649217,4.93557994
Os10g0418900,0,0,0,0.179624176,0,3.165084561
Os10g0419100,4.021986523,4.349772969,4.187423335,6.969885,9.63710735,11.42526771
Os10g0419200,0.612536118,1.253715083,0.787232942,0.130354726,0.118768788,0
Os10g0419250,0,0,0,0,0,0
Os10g0419300,13.6946862,15.91343269,11.17608018,2.590142477,4.909480426,2.738208854
Os10g0419400,1.919549673,3.334471728,1.80260649,4.410870228,19.98815369,21.83599954
Os10g0419500,0.773488992,1.532076467,0.663084676,1.708289393,6.90761811,10.10199102
Os10g0419600,0,0.247321399,0.207356863,0.687599633,0.383883201,5.952951074
Os10g0419700,0,0,0,0,0,0
Os10g0420000,4.318542301,6.501826018,5.628991432,4.650789151,3.469696559,5.579701825
Os10g0420200,3.491855665,2.594925221,4.593791131,1.945572731,1.160690044,0.21463026
Os10g0420266,11.87907364,8.682196169,3.484495146,3.608651857,1.091039463,0.391981944
Os10g0420332,0,0,0,0.127938782,0.047542884,0.066197142
Os10g0420400,0,0,0,0.3070148,0.051483948,0.159250505
Os10g0420800,0.987610304,1.225467453,1.675391706,0.133126559,0.33114393,0.088424983
Os10g0420900,2.36808081,4.718746361,2.273086434,0.248712504,0.475086459,0.076624999
Os10g0421400,0,0,0,1.394677863,0.726527578,0
Os10g0421500,6.716957449,8.067621319,4.234052051,1.346301762,1.512258041,0.586418404
Os10g0421800,0.998434778,1.183405377,0.828674082,0.511426449,0.929729306,1.778614397
Os10g0422000,34.49014888,38.38543869,30.58616956,15.64996227,17.51139216,16.13019111
Os10g0422050,0,2.556261823,0,0.169729529,0,0.467170804
Os10g0422075,12.32598079,11.06240024,11.82644912,3.549213505,4.19768852,6.79478051
Os10g0422200,3.148525299,4.11416322,4.68224503,4.587078813,11.18213583,0.446410438
Os10g0422300,1.217885082,1.161346537,1.77120229,2.314570242,1.528080755,2.301824784
Os10g0422401,1.707293878,3.286132579,8.835911195,4.866215775,6.396217694,2.705004641
Os10g0422500,0.283539316,0.112850862,0.267927772,0.155326147,1.517361056,0
Os10g0422566,2.415180229,3.200720697,0.798739099,1.565624201,2.093997146,1.046029926
Os10g0422583,0.755127084,0.535275864,3.689876,0.175085557,0.756402687,0.247438685
Os10g0422600,7.998119645,6.619503559,11.12790586,3.880872657,18.7002283,5.39855719
Os10g0422700,0.528294519,1.367732374,0.925703292,0.14857044,0.090286118,0.256370888
Os10g0422800,4.409713587,9.650441774,11.12421006,5.348788218,1.478332191,0.625959124
Os10g0423000,46.91986521,42.97254725,41.00136539,12.90927705,17.69790904,15.5403718
Os10g0423300,0,0,0,0,0,0
Os10g0423400,0,0,0,0,0,0
Os10g0423501,0,0,0,0,0,0.310158966
Os10g0423700,0,0,0,0,0,0
Os10g0423800,0,0,0,0.139352657,0,0.156903525
Os10g0423900,0,0,0,0,0,0
Os10g0424100,0,0,0,0,0,0
Os10g0424400,0,0,0,0,0,0
Os10g0424733,0,0,0,0,0,0
Os10g0425066,0,0,0,0,0,0
Os10g0425400,0,0.577204268,0,0.53467706,0.176290854,1.094893671
Os10g0425700,0,0,0,0,0.252659874,0.089928433
Os10g0425900,0,0,0,0.0453375,0,0
Os10g0426100,0,0,0,0,0.081155073,0
Os10g0426300,0,0,0.344565421,0,0,0
Os10g0426450,0,0,0,0,0,0
Os10g0426600,0,0,0,0,0,0
Os10g0426700,0,0,0,0,0,0
Os10g0427100,1.101375449,0.733133501,1.030904129,0.751457256,1.182208079,0.340524781
Os10g0427300,0.271348297,0.061958323,0.733580421,0.55684632,0.88515078,0.786555326
Os10g0427600,0,0,0,0,0,0
Os10g0427700,0,0.61320462,0,0.033071994,0,0
Os10g0427900,1.497935536,2.443517715,1.2425865,0.084474123,0.627697836,0.161978427
Os10g0428200,18.52900274,16.69248074,16.16572133,1.972520228,4.255231486,1.249304382
Os10g0428500,0.561947835,0.603768168,1.309139211,1.666133397,2.294634861,1.529415824
Os10g0428900,0,0,0,0,0,0
Os10g0429200,0,0,0,0.04543202,0,0
Os10g0429300,0,0,0,0,0,0
Os10g0429600,0,0,0,0,0,0
Os10g0429651,0,0,0,0,0,0
Os10g0430200,0,0,0.452826661,0.258164259,0,0.504351544
Os10g0430600,2.067729381,3.011734328,2.594357862,0.773896154,1.474460408,1.004383465
Os10g0430700,3.226385106,4.76167669,7.173059382,2.092484114,2.855571085,3.066106963
Os10g0430750,0,0.482154949,0.73024897,0.606171174,0.60460423,0.506777239
Os10g0430800,14.38091392,18.42323402,12.47430748,10.29615379,16.6266759,11.69263837
Os10g0430900,7.440972805,8.00670657,6.175397394,5.989992056,6.584122414,6.929664933
Os10g0431000,57.43020567,61.8395558,57.19436957,32.94330287,39.70089561,26.49830209
Os10g0431100,0.580842645,7.05786725,0,0,0,0.058678914
Os10g0431700,0,0,0,0.024197983,0.454783033,0.105297746
Os10g0431900,22.39795771,23.09641593,25.54181116,10.63167883,21.35971308,26.0375746
Os10g0432001,54.11559201,38.4645631,36.67701394,10.09521594,23.45644358,14.45651295
Os10g0432200,9.125106204,10.53788686,12.62184678,2.470821462,4.243915241,2.298382265
Os10g0432300,2.966802803,6.41140358,7.549767171,2.065507279,4.629546035,2.101935237
Os10g0432400,0,0,0,0,0,0
Os10g0432650,0,0.512308271,0,0,0,0
Os10g0432725,0,0,0,0,0,0
Os10g0433200,0,0,0,0.029473893,0,0
Os10g0433700,1.129293059,1.286652202,0.69404773,0.218415573,0.231934166,0.088181783
Os10g0434000,0,0,0,0,0,0
Os10g0434200,0,0,0,0,0,0.052456824
Os10g0434300,3.712128724,2.458646511,1.955343604,1.055281998,1.307389301,1.054020004
Os10g0434650,0,0,0,0,0,0
Os10g0434801,0,0,0,0,1.246239083,0
Os10g0434900,0,0.833988941,0,0.127579628,0,0
Os10g0434999,0,0,0.542937287,0,0,0
Os10g0435300,0,0,0,0,0,0
Os10g0435400,2.860115506,3.50170025,2.247172614,0.338814519,0.643031424,0.245366322
Os10g0435900,0,0,0,0,0,0
Os10g0436100,0,0,0,0,0,0
Os10g0436700,0,0,0,0,0,0
Os10g0436800,19.46328382,23.3250367,23.07791809,23.31560497,62.50230247,20.69080705
Os10g0436825,9.879576282,3.593232034,4.887969853,11.03120249,3.5492096,4.488922213
Os10g0436850,0.896921995,0.217109119,0.568500105,0.087057937,0.210425605,0.14241592
Os10g0436900,0,0.338516551,0,0.184466383,2.865313151,0.724431433
Os10g0436950,0,0,0,0.083352728,2.03E-05,0
Os10g0437000,18.65111729,16.09524931,20.79119336,6.662220229,17.78301915,6.79673435
Os10g0437100,12.24388454,11.06501669,10.45912655,9.05464204,6.276838845,10.81399128
Os10g0437200,9.593716611,11.38445125,10.74295151,7.356992753,10.66616461,7.718671503
Os10g0437400,0,0,0,0,0,0
Os10g0437500,0,0,0.647254833,0.650179254,3.317451417,14.66633427
Os10g0437525,0,0,0,0,0,0
Os10g0437550,0,0,0,0,0,0
Os10g0437600,4.351646019,6.851147297,6.811707966,4.322451078,6.998585713,7.189960093
Os10g0437700,1.036288998,1.471019886,0.690427359,1.171300414,0.19821253,0.227579764
Os10g0437750,0,2.964114356,2.698370234,1.246216681,0,0.430085048
Os10g0437900,2.037509486,1.29211393,0,1.78709586,0.631166524,0.437634193
Os10g0438000,8.223818255,8.342415563,9.367584518,3.23115428,5.55199415,2.069780495
Os10g0438100,1.676954428,1.399474956,2.969244335,2.057733735,2.208225185,1.870193677
Os10g0438300,2.176910217,2.338109951,0.547148742,0.517389072,0.647584532,0.365572572
Os10g0438301,0,1.101330673,0,0,0.141021226,0
Os10g0438500,1.754633625,1.613391888,2.482939954,1.335308889,2.673939353,0.626771203
Os10g0438600,1.733049829,2.840642235,1.639655024,2.484817371,0.394608418,1.828514899
Os10g0438700,5.294012336,6.595938247,5.645142272,3.866998996,4.830158414,0.825949755
Os10g0438800,3.114313787,0.692978722,3.10594714,1.899413206,4.923833076,1.957190904
Os10g0439100,0.768660482,1.07264167,2.341662472,7.148756121,0.378297037,0.442144744
Os10g0439166,0,3.126881508,0,1.417495455,0.54799266,0
Os10g0439200,0,0,0,7.499948698,0.87110348,0.631621312
Os10g0439266,0,0,0,0,0,0
Os10g0439333,0,0,0,0,0,0
Os10g0439600,29.50608672,31.10659392,17.79150138,96.80423475,55.1558549,39.86386759
Os10g0439650,0,0,0,0,0,0
Os10g0439682,0,0,0,0,0,0
Os10g0439700,0,0,0,0,0,0.042443914
Os10g0439800,0,0.208497576,0,1.881464076,0.144835658,32.47941901
Os10g0439862,0,0.390589458,0.304591131,0,0,1.868692717
Os10g0439924,0,0,0,0.410030554,0,1.618951642
Os10g0439986,0.276293866,0.614323112,0.388898377,0.794917173,0.255833457,1.121282794
Os10g0440050,3.329949138,6.621347607,6.1099381,2.828157284,2.256935911,1.866335494
Os10g0440100,8.446404314,3.353617886,6.400378358,4.476977015,6.065709141,3.023102427
Os10g0440500,112.980405,129.1175295,141.0188349,76.36015669,55.04291328,76.57823102
Os10g0441800,9.047824026,10.11040755,7.467683288,18.72293068,11.83346773,22.15265631
Os10g0441900,1.570839001,1.574315952,0.180804705,3.752473448,0.644731115,5.002937566
Os10g0442000,1.122502527,0.921332697,0.469774555,1.696035678,0.861370477,2.664829565
Os10g0442100,0.18666051,0.156685898,0.426409867,0.156602468,0.166456859,0.410517241
Os10g0442400,0.750126103,1.140037704,1.161710503,3.274298725,0.449244547,32.26057671
Os10g0442466,0.14507562,4.583221986,0.824538798,1.520295782,0,22.01081303
Os10g0442532,49.91397323,39.27246001,52.87259782,120.9402757,144.6551636,124.0190274
Os10g0442600,135.6532573,145.783258,122.5420984,333.214207,337.5604834,236.3305006
Os10g0442700,2.340538929,2.008618204,1.991591554,0.467149116,0.862710623,0.319309222
Os10g0442800,36.93672896,35.90489099,39.89602267,17.00055841,28.24816216,18.24606748
Os10g0442900,9.593334234,11.04579705,10.02310381,12.9338147,5.009447631,21.96170393
Os10g0443000,0,0,0,0,0,0
Os10g0443100,0,0,0,0,0,0
Os10g0443200,4.366152602,5.128544934,3.007855244,9.039046183,9.922876261,4.683320836
Os10g0443400,0,0,0,0,0,0
Os10g0443600,0,0,0,0,0,0
Os10g0443800,0,0.139051636,0,0.057244568,0,0
Os10g0444100,1.422105358,2.426499745,0.223544535,0.568512513,0.173997152,0.517121474
Os10g0444400,13.04186439,11.34026826,12.45834689,16.8586729,18.8835014,14.31181921
Os10g0444450,0,0,0.825478164,0,0,0
Os10g0444500,0,0.334568319,0.314998307,0.160100855,0.383125075,0.055179084
Os10g0444566,0,0,0,0.204054913,0,0.398466947
Os10g0444600,0,0,0,0.21444601,0,0
Os10g0444700,19.34181697,20.07437292,19.20430996,125.5303248,7.706067669,107.7163931
Os10g0444850,2.906473776,1.515259715,3.394412248,3.77537541,0.702277019,2.681850567
Os10g0445400,70.71265706,89.93185868,103.2288327,20.68218137,32.59677588,28.90854751
Os10g0445500,41.73229764,37.25279438,43.9861759,50.84638549,58.5283513,13.81791332
Os10g0445600,1.316620373,1.994905609,2.710632661,2.939133958,0.857478089,11.55387805
Os10g0445900,10.99230363,16.58612112,5.689039014,6.058984831,4.93127175,11.42465828
Os10g0446100,4.030008839,4.629827047,5.383868351,1.312673431,2.362400439,1.085357639
Os10g0446200,6.358429434,7.174154385,6.677282248,3.011075621,3.563607015,5.086822923
Os10g0446400,7.061633109,7.819199617,4.567617412,3.218526485,5.548370819,1.142576
Os10g0446600,11.18433386,10.17323156,9.680443071,1.259344975,3.167686591,0.752124726
Os10g0446800,12.45581022,13.96526161,12.14931233,1.555016101,3.951663751,1.078726022
Os10g0447100,78.08219911,79.31837939,75.28375489,324.3268935,318.8829734,361.4873905
Os10g0447300,0,1.310012609,1.920758074,0.227930503,0.100066576,0.28856892
Os10g0447400,2.003409521,3.005073423,0.615966114,1.15058501,0.815816938,0.802713215
Os10g0447600,32957.58241,27509.187,20693.32559,2156.226803,4253.992052,208.357024
Os10g0447900,0,0.124088447,0.233660352,0.549482164,0.207582275,1.390994533
Os10g0447950,0,0.18377716,0,0.111081758,0,0.804370147
Os10g0448000,0,0,0,0,0,0
Os10g0449400,0.443844918,0.809175024,1.340502983,0.515257194,0.087413822,0.583126399
Os10g0450000,2.375982718,3.79492869,1.864946694,6.383546156,1.842741967,0.484349399
Os10g0450400,0.125875278,0.207902496,0,0.62567986,0.074372364,0.137859413
Os10g0450800,0,0.624290085,0.342153249,2.629046891,1.014881901,22.39577022
Os10g0450900,3.076487481,5.430279828,3.718470002,15.74060359,6.897168544,196.3007792
Os10g0451600,0,0,0,0,0,0
Os10g0451700,0,0,0,0.059710691,0.239379718,3.730917405
Os10g0451900,0,0,0,0.022345585,0.378547579,0.209648993
Os10g0452100,1.580313085,0.776106645,1.171432003,6.491708531,6.745329846,15.34751902
Os10g0452300,0,0.533712325,0,0.1329775,0.287960928,5.969795583
Os10g0452500,22.72830527,19.92628613,19.29874087,119.4492517,21.05643218,7.252706441
Os10g0452700,2.962511944,2.47658359,2.574022728,11.21140225,1.164420195,0.811305749
Os10g0452800,15.36030262,16.00604586,13.73695724,29.1064025,28.71481503,22.93259411
Os10g0453000,11.35925329,9.002147617,8.350480213,111.3751733,6.012008486,2.750898163
Os10g0453900,12.19358888,16.56477719,19.78623362,98.22460687,4.810488921,5.631650695
Os10g0454200,27.80000656,26.0022126,23.38852588,117.72242,8.405982608,15.52258905
Os10g0454300,6.499403199,4.278309752,6.73937155,12.78995713,2.064493102,2.094525979
Os10g0455800,0.965151112,0.373511565,0.204709618,0.015898639,0.478688456,0.068625156
Os10g0455900,16.62797966,14.10986586,19.79559866,13.54514628,14.76656557,16.56053969
Os10g0456000,6.996105889,9.014910585,5.711782929,32.40072716,8.314227896,83.03928856
Os10g0456100,0,0,1.895260519,2.82E-07,1.41811499,0
Os10g0456200,7.975405473,7.747399928,8.206691954,6.956503575,6.867587811,5.160928548
